method,dataset,session,condition,alpha1_strength,events,K,M,T,empirical_nu_base,mean_events_per_actor_mark_per_sec,ring_size,hub_actor,true_ring,n_injected_events,hawkes_sampler_used,seed,heldout_frac,heldout_split_t,train_events,test_events,heldout_loglik,heldout_nll_per_event,heldout_metric_type,field_auc,precision,recall,f1,hub_correct,loglik_final,beta0_hat,beta1_hat,beta_gap_hat,eta_on_hat,eta_off_hat,active_mean,gate_gini,gate_effective_support,proposed_lr,proposed_lambda_g,proposed_lambda_h,proposed_lambda_e,proposed_lambda_0,proposed_n_inner_steps,proposed_stability_target,proposed_eta_prior_weight_s,proposed_eta_prior_weight_pi,proposed_eta_off_floor,proposed_eta_pi1_target,proposed_eta_beta_prior_kappa,proposed_eta_beta_prior_target,proposed_eta_gamma_prior_shape,proposed_eta_gamma_prior_rate,proposed_eta_gamma_prior_weight,proposed_pi1_init,g0_hat,h0_hat,sender0_score,receiver0_score,member0_score,g1_hat,h1_hat,sender1_score,receiver1_score,member1_score,g2_hat,h2_hat,sender2_score,receiver2_score,member2_score,g3_hat,h3_hat,sender3_score,receiver3_score,member3_score,g4_hat,h4_hat,sender4_score,receiver4_score,member4_score,g5_hat,h5_hat,sender5_score,receiver5_score,member5_score,g6_hat,h6_hat,sender6_score,receiver6_score,member6_score,g7_hat,h7_hat,sender7_score,receiver7_score,member7_score,g8_hat,h8_hat,sender8_score,receiver8_score,member8_score,g9_hat,h9_hat,sender9_score,receiver9_score,member9_score,g10_hat,h10_hat,sender10_score,receiver10_score,member10_score,g11_hat,h11_hat,sender11_score,receiver11_score,member11_score,g12_hat,h12_hat,sender12_score,receiver12_score,member12_score,g13_hat,h13_hat,sender13_score,receiver13_score,member13_score,g14_hat,h14_hat,sender14_score,receiver14_score,member14_score,g15_hat,h15_hat,sender15_score,receiver15_score,member15_score,g16_hat,h16_hat,sender16_score,receiver16_score,member16_score,g17_hat,h17_hat,sender17_score,receiver17_score,member17_score,g18_hat,h18_hat,sender18_score,receiver18_score,member18_score,g19_hat,h19_hat,sender19_score,receiver19_score,member19_score,b2_lambda0,b2_lambda1,b2_p00,b2_p11
Proposed,hc-11,Achilles_10252013_5k,real_5k,,5000,20,1,35.9518,6.953754749414495,6.953754749414495,4,0,"[0, 1, 2, 3]",0,False,10,0.2,28.76144,3838,1162,1698.315352993852,-1.4615450542115767,latent_ctmc_marginal_interval_loglik,,,,,,5234.630713031417,11.763116249303566,20.0,8.236883750696434,4.234067095140871,0.0023023518145330654,1.0,0.14809827267206854,18.696519170537055,0.0025,0.05,0.05,0.05,0.1,3.0,0.5,0.0,0.0,0.0,,0.0,0.5,2.0,1.0,0.0,0.15,0.5343949917899132,0.29346676436720015,1.5759943139926211,0.7280427186148108,1.0,0.32814627924105877,0.32651293772158674,0.960215461166982,0.856708176823079,1.0,0.2381826984098332,0.2958697384349757,0.7020205464599866,0.7947502568760222,0.9276790841698107,0.2818245184617738,0.3007362660700858,0.8297009661582709,0.7987302046696749,0.9323247125194917,0.3547277121804158,0.1871264912205894,1.0722601699922263,0.48754017690664275,0.6803705828581096,0.17805423437309228,0.24673812385409966,0.5308633331744859,0.6730672501813769,0.7856435462975321,0.2301754094678189,0.26815031680774226,0.6828402272494642,0.7217819684773679,0.8425062209093691,0.21643088763751578,0.27009137835785774,0.6417809803497708,0.729583570139437,0.8516127076607851,0.30949222909633145,0.1937331839342096,0.9341191718163177,0.5108333604471975,0.5962746408485501,0.22974707172641448,0.27877921740155365,0.6798745555864704,0.7504911600339474,0.8760172720855602,0.185737128726154,0.24806167339497004,0.5535956155577911,0.6753640187766375,0.7883244692271785,0.14515111408349554,0.22139994582420056,0.43531009594157954,0.6089839765916313,0.710841793117838,0.146982424568474,0.20795315706951584,0.4421683016896167,0.5717404906741371,0.6673690133253026,0.1698018504732658,0.23515764609546796,0.5076202628864156,0.6428202014452478,0.7503374180797602,0.20585914533763336,0.26316368325685346,0.6114189676649117,0.712794972275619,0.8320160721692519,0.08981427987390267,0.15993749833091375,0.2731802685530099,0.44606824765641767,0.5206770049873545,0.12072552439110075,0.2068316604905418,0.36327105937573884,0.5724199319659476,0.6681620970266047,0.04478729636714801,0.11057878911158336,0.13775831995049942,0.3118527839226086,0.36401284866808287,0.04965329740604649,0.12632530049320378,0.15218060507181355,0.3558428290120546,0.415360607776177,0.053799030427645965,0.10744753369495488,0.1655952043454075,0.30235213149352225,0.35292313027142,,,,
B1_static_gates,hc-11,Achilles_10252013_5k,real_5k,,5000,20,1,35.9518,6.953754749414495,6.953754749414495,4,0,"[0, 1, 2, 3]",0,False,10,0.2,28.76144,3838,1162,1561.3100198766833,-1.3436402924928428,single_regime_static_marked_hawkes_loglik_from_static_gates,,,,,,4806.756609208083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B2_modular_hmm_hawkes,hc-11,Achilles_10252013_5k,real_5k,,5000,20,1,35.9518,6.953754749414495,6.953754749414495,4,0,"[0, 1, 2, 3]",0,False,10,0.2,28.76144,3838,1162,-34.3990923865405,0.029603349730241396,modular_hmm_interval_count_loglik_segmentation_stage,,,,,,,,,,,,0.5828381756341433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231.36363636363637,323.25,0.5833333333333334,0.16666666666666666
B3_static_svd,hc-11,Achilles_10252013_5k,real_5k,,5000,20,1,35.9518,6.953754749414495,6.953754749414495,4,0,"[0, 1, 2, 3]",0,False,10,0.2,28.76144,3838,1162,1282.662483479619,-1.1038403472285878,single_regime_full_matrix_marked_hawkes_loglik_before_svd_selection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Proposed,hc-11,Achilles_10252013_5k,real_5k,,5000,20,1,35.9518,6.953754749414495,6.953754749414495,4,0,"[0, 1, 2, 3]",0,False,3,0.2,28.76144,3838,1162,1654.146857772068,-1.4235343010086643,latent_ctmc_marginal_interval_loglik,,,,,,5299.694898913126,11.343701970594354,20.0,8.656298029405646,4.4503366333782095,0.0022213657103093416,1.0,0.1475402302171489,18.70151762692549,0.0025,0.05,0.05,0.05,0.1,3.0,0.5,0.0,0.0,0.0,,0.0,0.5,2.0,1.0,0.0,0.15,0.4402033671322671,0.24512700017186922,1.070435850349925,0.5019765849342113,1.0,0.27083322551299044,0.26834315295064176,0.6542156453685883,0.581024518050315,1.0,0.1965474140581231,0.24280178133038297,0.478255493673194,0.5382340334565792,0.9263533925602253,0.23245218668747603,0.2498043091242547,0.5644956964911992,0.5475382849123169,0.9423669189548758,0.2933788745809197,0.15857847614709775,0.7310047823732225,0.34087370496697916,0.6829038677415908,0.14685083519414438,0.20312581774200775,0.3613696081201163,0.4572510997601655,0.7869738462922642,0.18978223471703917,0.21968208016119878,0.4648352333027925,0.4880019098262725,0.8398989967993279,0.17881372698353126,0.22056589593969567,0.4378585001840976,0.49164213498099946,0.8461641801808176,0.25596968248875146,0.1634930716986071,0.6369182553420464,0.3556712155473408,0.6121449345043659,0.18956565510119533,0.22964397058869215,0.46299858572676095,0.5101702638726553,0.8780529014241635,0.15312015195882472,0.20389782740441464,0.3767137637653774,0.4581286746889786,0.7884842385417307,0.11978009107453531,0.1822907229333296,0.29648354345830824,0.4137918918754079,0.7121763006902486,0.12110383275789015,0.1711831769627126,0.3006916343815985,0.38841289635088966,0.6684965681900092,0.14011244174728707,0.1936654037893239,0.34570600280656955,0.43688257449735857,0.751917622966,0.16985155154104487,0.21680095206506378,0.4163609567447622,0.4845921595386186,0.8340304831966736,0.07410808204325078,0.13151131703385924,0.1860424861758171,0.30268379551924185,0.5209484042685963,0.0996649891703587,0.17025538597312997,0.2475257661105178,0.3888481349896457,0.6692456564388435,0.036976058476249685,0.09073104971885758,0.09387095773404958,0.21116158246185107,0.36342972783734595,0.04104546374094146,0.10369729576361744,0.10383236888600635,0.24103772292352374,0.414849486442241,0.044426032992039254,0.08808853345751175,0.11286503475401144,0.20455698259561086,0.3520625657623227,,,,
B1_static_gates,hc-11,Achilles_10252013_5k,real_5k,,5000,20,1,35.9518,6.953754749414495,6.953754749414495,4,0,"[0, 1, 2, 3]",0,False,3,0.2,28.76144,3838,1162,1561.3119270452125,-1.343641933773849,single_regime_static_marked_hawkes_loglik_from_static_gates,,,,,,4806.764286682197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B2_modular_hmm_hawkes,hc-11,Achilles_10252013_5k,real_5k,,5000,20,1,35.9518,6.953754749414495,6.953754749414495,4,0,"[0, 1, 2, 3]",0,False,3,0.2,28.76144,3838,1162,-34.3990923865405,0.029603349730241396,modular_hmm_interval_count_loglik_segmentation_stage,,,,,,,,,,,,0.5828381756341433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231.36363636363637,323.25,0.5833333333333334,0.16666666666666666
B3_static_svd,hc-11,Achilles_10252013_5k,real_5k,,5000,20,1,35.9518,6.953754749414495,6.953754749414495,4,0,"[0, 1, 2, 3]",0,False,3,0.2,28.76144,3838,1162,1282.662483479619,-1.1038403472285878,single_regime_full_matrix_marked_hawkes_loglik_before_svd_selection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Proposed,hc-11,Achilles_10252013_5k,real_5k,,5000,20,1,35.9518,6.953754749414495,6.953754749414495,4,0,"[0, 1, 2, 3]",0,False,7,0.2,28.76144,3838,1162,1698.311438111223,-1.4615416851215344,latent_ctmc_marginal_interval_loglik,,,,,,5234.6200828440615,11.763020161898362,20.0,8.236979838101638,4.247920842066626,0.0023097380528494848,1.0,0.14810338862227557,18.69645282504384,0.0025,0.05,0.05,0.05,0.1,3.0,0.5,0.0,0.0,0.0,,0.0,0.5,2.0,1.0,0.0,0.15,0.5343947049594145,0.29346701423484584,1.575969919962921,0.7280505129211569,1.0,0.3281514892813231,0.32652104323987186,0.9602324871499351,0.856729984463031,1.0,0.23818056581870745,0.2958692438602364,0.7020212665993065,0.7947568281030324,0.9276631406815519,0.28183756693683276,0.3007639532258836,0.829742563890883,0.7988044981247608,0.9323876981210413,0.35474973528936904,0.1871300219473037,1.0723343298076997,0.48754137539311604,0.6804281707565392,0.17805456375414433,0.24673717032851875,0.5308644227228745,0.6730559684224039,0.785610379732714,0.23016516224103079,0.2681497960180429,0.6828154458717627,0.7217909200007057,0.842495223805082,0.21642961881776968,0.2700993598058513,0.6417690624972597,0.7296107173412082,0.8516227172771398,0.3094952796673433,0.19373083017198248,0.9341121661935173,0.5108242558680547,0.5962488358432113,0.22974703398321855,0.2787783995577898,0.6798808019262151,0.7504773779918398,0.8759788866993062,0.18574724290734992,0.24806022692856558,0.5536324190548938,0.6753388334697125,0.7882750057977622,0.14514279409631967,0.22139882093876453,0.43528687779523767,0.608995240004214,0.710836845970684,0.14698402269597322,0.20795217160510035,0.44218922221351603,0.5717401825623925,0.6673516661387072,0.1698010957734679,0.23515686357683177,0.5076203162216951,0.6428183628315416,0.7503161725271448,0.20585460792512156,0.2631622271184072,0.611404263383008,0.7128014331759414,0.8320024349593658,0.08981624971626462,0.1599366701404854,0.27319179428361695,0.4460715136098419,0.5206675635257756,0.12072852937583045,0.2068307982846293,0.3632885066664295,0.5724149725492024,0.6681393005148203,0.044782486433740755,0.11057777064121146,0.13774574177063906,0.31185462590080737,0.3640057329104306,0.04965486423496154,0.12632537577558925,0.15218864326505674,0.3558387118765078,0.41534522933679663,0.053795139534096245,0.10744794094777096,0.1655808236166926,0.3023547602836899,0.352917215186761,,,,
B1_static_gates,hc-11,Achilles_10252013_5k,real_5k,,5000,20,1,35.9518,6.953754749414495,6.953754749414495,4,0,"[0, 1, 2, 3]",0,False,7,0.2,28.76144,3838,1162,1561.311395825243,-1.3436414766138063,single_regime_static_marked_hawkes_loglik_from_static_gates,,,,,,4806.762287846892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B2_modular_hmm_hawkes,hc-11,Achilles_10252013_5k,real_5k,,5000,20,1,35.9518,6.953754749414495,6.953754749414495,4,0,"[0, 1, 2, 3]",0,False,7,0.2,28.76144,3838,1162,-34.3990923865405,0.029603349730241396,modular_hmm_interval_count_loglik_segmentation_stage,,,,,,,,,,,,0.5828381756341433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231.36363636363637,323.25,0.5833333333333334,0.16666666666666666
B3_static_svd,hc-11,Achilles_10252013_5k,real_5k,,5000,20,1,35.9518,6.953754749414495,6.953754749414495,4,0,"[0, 1, 2, 3]",0,False,7,0.2,28.76144,3838,1162,1282.662483479619,-1.1038403472285878,single_regime_full_matrix_marked_hawkes_loglik_before_svd_selection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Proposed,hc-11,Achilles_10252013_5k,real_5k,,5000,20,1,35.9518,6.953754749414495,6.953754749414495,4,0,"[0, 1, 2, 3]",0,False,13,0.2,28.76144,3838,1162,1654.1434472746287,-1.4235313659850506,latent_ctmc_marginal_interval_loglik,,,,,,5299.698905673239,11.343726646884353,20.0,8.656273353115647,4.40425956125427,0.0021981891107401563,1.0,0.14753070188284934,18.701643278083353,0.0025,0.05,0.05,0.05,0.1,3.0,0.5,0.0,0.0,0.0,,0.0,0.5,2.0,1.0,0.0,0.15,0.44018578522104296,0.2451330228672894,1.0703915769591152,0.5019915788482266,1.0,0.2708322723931817,0.2683353185849094,0.6542220023387504,0.581005455919333,1.0,0.1965443773948456,0.2427992283760718,0.4782354501019931,0.5382113251215654,0.9263447006189404,0.23245387505408993,0.24978894807621235,0.5644964479470301,0.5474918412306717,0.942317900206923,0.29337767710573137,0.158581874226933,0.7309940089447807,0.34089392847048217,0.6829220489771304,0.14685605284466594,0.20312445691349496,0.36137535869315607,0.4572647555295989,0.7870231696982304,0.18978820007108338,0.219685214846507,0.4648540618914886,0.4880105887368244,0.8399414906778088,0.17880442231339572,0.22055873348084976,0.43783890063334974,0.49163929881358404,0.8461870603876798,0.2559719620706987,0.1634999994017891,0.6369197399373829,0.3557012806259312,0.6122167649236618,0.18956345378018452,0.22964355881921322,0.46298697344772954,0.5101772531693644,0.8780937390030251,0.1531280806281793,0.2038945774151558,0.3767319400556481,0.4581116147296594,0.7884807449953858,0.11977999504969952,0.1822904839878134,0.29648573880893786,0.4137853923252223,0.7121884796597718,0.12110867025379476,0.17118276661393694,0.30070236931713534,0.38841473723148245,0.6685216692447207,0.1401134149728142,0.193665397767366,0.34570237668687875,0.4368775246763432,0.7519336010107959,0.1698519592457524,0.21680052774324565,0.4163565554882172,0.48459240368083334,0.8340582669986396,0.07410984466161918,0.1315104104372253,0.18604560158987363,0.302688582161951,0.5209737345460942,0.09966540507891077,0.17025486587519933,0.24753247389571031,0.3888369079679727,0.6692482901949874,0.036977090702846376,0.09073126067665145,0.09387334310690375,0.2111610806237168,0.36344078781427913,0.041047384805755295,0.10369734934293226,0.10383841386876441,0.2410425975741611,0.41487148720962713,0.04442696444691242,0.08808770172383323,0.11286704943211723,0.20455223570803902,0.3520659464107324,,,,
B1_static_gates,hc-11,Achilles_10252013_5k,real_5k,,5000,20,1,35.9518,6.953754749414495,6.953754749414495,4,0,"[0, 1, 2, 3]",0,False,13,0.2,28.76144,3838,1162,1561.3127527034687,-1.3436426443231229,single_regime_static_marked_hawkes_loglik_from_static_gates,,,,,,4806.765888846598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B2_modular_hmm_hawkes,hc-11,Achilles_10252013_5k,real_5k,,5000,20,1,35.9518,6.953754749414495,6.953754749414495,4,0,"[0, 1, 2, 3]",0,False,13,0.2,28.76144,3838,1162,-34.3990923865405,0.029603349730241396,modular_hmm_interval_count_loglik_segmentation_stage,,,,,,,,,,,,0.5828381756341433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231.36363636363637,323.25,0.5833333333333334,0.16666666666666666
B3_static_svd,hc-11,Achilles_10252013_5k,real_5k,,5000,20,1,35.9518,6.953754749414495,6.953754749414495,4,0,"[0, 1, 2, 3]",0,False,13,0.2,28.76144,3838,1162,1282.662483479619,-1.1038403472285878,single_regime_full_matrix_marked_hawkes_loglik_before_svd_selection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
